Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Value,CLTV,Avg Monthly Spend,Charge to CLTV Ratio,Total Services,Is Month to Month,Is Electronic Check,Is Fiber Optic,Is Senior,No Tech Support,No Online Security,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Tenure Group_Developing,Tenure Group_Established,Tenure Group_Loyal,Tenure Group_New,Value Segment_High Value,Value Segment_Low Value,Value Segment_Medium Value
0,0,0,1,3,1,1,0,0,0,0,0,0,1,74.4,229.55,1,4415,57.3875,0.016851642129105324,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,1,27,1,1,0,0,1,0,0,0,1,78.05,2135.5,1,4638,76.26785714285714,0.016828374299266924,3,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,25,0,0,1,1,1,0,1,1,1,58.6,1502.65,1,4190,57.79423076923077,0.013985680190930787,5,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,1,1,35.45,35.45,1,2301,17.725,0.015406345067362017,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,2,1,0,0,0,0,0,0,0,0,44.35,81.25,1,2570,27.083333333333332,0.0172568093385214,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1,1,1,1,1,0,0,0,0,0,0,0,1,70.45,70.45,1,3964,35.225,0.017772452068617557,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0,0,8,1,1,1,0,0,1,0,1,0,71.15,563.65,1,2662,62.62777777777777,0.026728024042073632,5,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.65,45.65,1,2600,22.825,0.01755769230769231,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,1,7,1,1,0,0,0,0,1,1,0,95.0,655.5,1,2786,81.9375,0.03409906676238335,4,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,1,1,20,1,1,1,0,0,0,0,0,0,82.4,1592.35,1,5719,75.82619047619048,0.01440811330652212,3,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0,0,1,4,1,0,0,0,0,0,0,0,1,70.9,273.0,1,4287,54.6,0.016538371821786798,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,58,0,0,0,1,1,0,0,1,1,45.3,2651.2,1,5444,44.93559322033898,0.008321087435709036,3,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,1,1,2,1,1,0,0,1,1,1,1,1,104.4,242.8,1,4690,80.93333333333334,0.022260127931769725,6,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,53,1,0,0,0,1,0,1,1,1,94.85,5000.2,1,4328,92.59629629629629,0.02191543438077634,4,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,1,15,1,1,0,0,0,0,0,0,1,74.45,1145.7,1,5717,71.60625,0.013022564281966067,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
0,1,0,1,7,1,0,1,0,0,0,0,0,0,76.45,503.6,1,4419,62.95,0.017300294184204573,2,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,0,0,0,1,0,0,0,0,0,29.95,29.95,1,4534,14.975,0.00660564622849581,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,1,8,1,1,0,0,0,0,0,1,0,84.5,662.65,1,2152,73.62777777777778,0.03926579925650558,3,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,1,13,1,0,0,1,1,0,0,0,1,79.25,1111.65,1,5142,79.40357142857144,0.015412290937378451,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,1,0,1,0,0,0,0,0,0,0,0,1,24.8,24.8,1,4851,12.4,0.005112347969490827,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,1,6,1,0,0,1,1,0,0,1,1,91.0,531.0,1,2283,75.85714285714286,0.039859833552343404,4,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,1,1,1,0,0,0,0,0,0,1,0,79.9,79.9,1,3394,39.95,0.023541543901001768,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,1,19,1,0,1,0,1,1,1,1,1,106.6,1934.45,1,3764,96.7225,0.028320935175345376,6,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,2,1,0,0,0,0,0,0,0,1,46.0,84.5,1,2667,28.166666666666668,0.01724784401949756,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,1,4,1,0,0,0,0,0,0,0,1,70.15,268.35,1,2227,53.67,0.03149977548271217,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,1,0,4,1,0,0,0,0,1,0,0,0,50.05,179.35,1,3394,35.87,0.014746611667648792,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,1,0,1,1,0,0,0,0,0,1,0,0,55.2,55.2,1,3638,27.6,0.015173172072567345,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,0,1,1,1,0,1,0,0,0,0,1,1,84.6,84.6,1,2484,42.3,0.034057971014492754,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,2,1,1,0,1,0,0,0,0,1,54.4,114.1,1,2556,38.03333333333333,0.021283255086071987,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,0,1,11,1,0,0,1,0,0,1,1,1,95.0,1120.3,1,5980,93.35833333333333,0.01588628762541806,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,1,0,0,15,1,0,0,1,0,0,0,0,1,74.4,1074.3,1,4616,67.14375,0.01611785095320624,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1,1,0,1,0,0,0,0,0,1,48.55,48.55,1,5687,24.275,0.008537014243010375,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,70.4,147.15,1,5687,49.050000000000004,0.012379110251450678,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,1,1,0,1,0,0,0,1,0,0,1,0,0,40.2,40.2,1,5828,20.1,0.006897735072065889,2,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0,1,0,2,1,0,0,0,0,0,0,0,1,44.6,80.55,1,4884,26.849999999999998,0.009131859131859132,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,0,0,3,0,0,0,0,1,0,0,1,1,41.15,132.2,1,2314,33.05,0.01778305963699222,2,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,1,0,0,13,1,1,0,1,1,0,1,1,1,106.9,1364.3,1,2494,97.45,0.04286287089013633,6,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,59,1,0,0,0,0,0,0,0,0,19.35,1099.6,1,5084,18.326666666666664,0.003806058221872542,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,1,0,0,16,1,0,0,0,0,1,1,1,1,94.45,1511.2,1,3810,88.89411764705882,0.024790026246719162,4,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,24.8,24.8,1,5087,12.4,0.004875172007076863,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,70.6,70.6,1,3338,35.3,0.02115038945476333,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,1,0,5,1,1,0,1,0,1,0,0,1,85.4,401.1,1,3676,66.85000000000001,0.02323177366702938,4,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,52,1,1,0,1,1,0,1,1,1,105.05,5624.85,1,4839,106.12924528301888,0.021709030791485843,6,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,1,0,18,1,0,0,0,1,0,1,1,0,95.15,1779.95,1,4643,93.68157894736842,0.020493215593366358,4,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
0,0,1,0,1,1,0,0,0,0,0,0,0,0,70.0,70.0,1,4094,35.0,0.01709819247679531,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,0,8,1,0,0,1,0,0,0,0,1,74.5,606.55,1,4345,67.39444444444445,0.01714614499424626,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,10,1,0,0,0,0,0,0,0,1,44.85,435.4,1,4061,39.58181818181818,0.011044077813346466,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,0,0,24,1,1,0,0,0,0,0,0,1,76.1,1712.7,1,2018,68.508,0.037710604558969275,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,0,0,0,1,1,0,1,0,0,0,0,0,1,73.6,73.6,1,2565,36.8,0.028693957115009744,2,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,0,0,4,1,1,0,0,0,0,1,1,1,95.45,396.1,1,3677,79.22,0.025958661952678815,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,1,0,32,1,1,0,0,0,0,0,0,1,74.9,2303.35,1,4105,69.79848484848485,0.018246041412911085,2,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,0,0,5,1,0,0,0,0,0,1,0,1,80.6,415.55,1,5715,69.25833333333334,0.014103237095363078,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0,1,0,38,1,0,1,1,0,1,1,1,0,80.3,3058.65,1,2071,78.42692307692307,0.03877353935296958,6,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0,1,1,0,24,1,0,0,0,1,0,1,1,1,93.15,2231.05,1,2212,89.242,0.04211121157323689,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1,0,0,54,1,1,1,1,0,1,1,1,0,82.45,4350.1,1,4149,79.09272727272727,0.019872258375512174,7,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,0,2,1,0,0,0,0,0,0,0,1,70.35,139.05,1,2671,46.35,0.026338450018719577,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,7,1,1,0,0,0,0,0,0,1,73.85,511.25,1,2473,63.90625,0.0298625151637687,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,2,1,1,0,0,1,0,0,0,0,80.6,155.8,1,2683,51.93333333333334,0.030040998881848673,3,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,1,0,68,1,1,0,1,1,1,0,1,1,75.8,5293.95,1,4903,76.72391304347826,0.015459922496430757,6,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,0,0,0,43,1,1,0,1,1,0,1,1,1,104.6,4759.85,1,5250,108.1784090909091,0.019923809523809524,6,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,63,1,1,0,1,1,0,1,1,1,103.4,6603.0,1,4352,103.171875,0.02375919117647059,6,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,0,0,2,1,0,0,0,0,0,1,1,1,90.4,168.2,1,4157,56.06666666666666,0.021746451768102,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,4,1,1,0,1,1,0,0,0,1,84.8,371.9,1,4939,74.38,0.017169467503543225,4,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,0,0,21,0,0,1,0,0,0,1,0,1,41.9,840.1,1,4778,38.18636363636364,0.008769359564671411,2,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,10,1,0,0,0,0,0,0,1,1,80.25,846.0,1,3598,76.9090909090909,0.022304057809894386,2,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,1,0,27,0,0,1,0,0,0,0,0,0,30.75,805.1,1,2927,28.75357142857143,0.010505637171165016,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,5,1,0,0,0,1,0,1,1,0,96.5,492.55,1,5383,82.09166666666667,0.017926806613412595,4,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,0,2,1,1,0,0,0,0,1,0,1,85.65,181.5,1,3878,60.5,0.022086126869520373,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,25,1,1,0,0,1,1,1,1,1,104.95,2566.5,1,3642,98.71153846153847,0.028816584294343767,6,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,50.65,50.65,1,2431,25.325,0.02083504730563554,2,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,1,1,1,0,1,0,0,0,1,1,90.85,90.85,1,3424,45.425,0.026533294392523363,4,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,1,0,11,1,0,0,0,0,0,0,0,0,19.95,214.75,1,5888,17.895833333333332,0.0033882472826086956,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
0,1,1,0,55,1,1,0,1,1,0,0,0,1,85.45,4874.7,1,5502,87.04821428571428,0.015530716103235188,4,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
0,0,0,0,34,1,0,0,1,0,0,0,0,1,73.95,2524.45,1,5795,72.12714285714286,0.01276100086281277,2,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,1,0,69,1,1,0,0,1,0,1,1,1,99.45,7007.6,1,4020,100.10857142857144,0.024738805970149255,5,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.9,19.9,1,3351,9.95,0.005938525813190092,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.6,19.6,1,3448,9.8,0.0056844547563805106,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,0,0,3,1,1,0,1,0,0,0,0,1,81.35,233.7,1,2818,58.425,0.028867991483321503,3,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,1,0,22,1,0,0,1,0,0,0,1,0,83.3,1845.9,1,3804,80.25652173913043,0.02189800210304942,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,1,0,0,1,1,0,0,0,1,0,0,0,1,75.3,75.3,1,4902,37.65,0.015361077111383108,2,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,1,0,61,1,0,0,0,0,0,0,0,1,19.4,1182.55,1,4221,19.073387096774194,0.004596067282634447,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,0,0,12,1,0,0,0,0,0,0,0,1,45.4,518.9,1,2887,39.91538461538461,0.015725666782126776,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,0,60,1,1,0,1,1,0,1,1,1,105.9,6396.45,1,4105,104.85983606557377,0.02579780755176614,6,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,69.55,69.55,1,2792,34.775,0.02491045845272206,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
0,0,1,0,28,1,0,0,0,0,0,0,1,1,81.05,2227.1,1,5201,76.79655172413793,0.015583541626610267,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0,0,1,0,4,1,1,0,0,1,0,1,1,0,101.15,385.9,1,4417,77.17999999999999,0.02290015847860539,5,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,7,1,1,0,1,0,0,1,1,1,99.8,673.25,1,2031,84.15625,0.04913835548990645,5,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,1,0,13,1,0,0,0,0,0,0,1,0,55.95,734.35,1,4498,52.45357142857143,0.012438861716318365,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,1,1,0,0,0,0,0,0,1,1,55.0,55.0,1,4877,27.5,0.011277424646298955,2,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,1,0,1,1,0,0,1,0,0,0,0,1,74.7,74.7,1,5980,37.35,0.012491638795986623,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0,0,0,24,1,1,0,1,0,0,0,0,1,80.25,1861.5,1,4418,74.46,0.018164327750113174,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
0,0,0,0,5,1,0,0,0,0,1,1,1,1,96.1,453.4,1,4192,75.56666666666666,0.022924618320610685,4,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,15,1,0,0,0,0,0,0,0,0,69.0,994.8,1,5671,62.175,0.01216716628460589,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,1,0,48,0,0,1,0,1,0,0,1,1,45.3,2145.0,1,4926,43.775510204081634,0.009196102314250913,3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,0,1,0,8,1,0,0,1,0,0,1,0,1,83.55,680.05,1,2879,75.5611111111111,0.029020493226814867,3,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,0,0,1,1,1,0,0,0,0,0,0,1,74.35,74.35,1,2814,37.175,0.02642146410803127,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0,1,0,2,1,0,1,0,0,0,0,0,1,74.4,139.4,1,4263,46.46666666666667,0.01745249824067558,2,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,0,0,22,0,0,0,1,1,0,0,1,1,43.75,903.6,1,3099,39.28695652173913,0.014117457244272345,3,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
